,Sample ID,Country,State,Latitude,Longitude,Analysis Method,CollDate,LandCover1,LandCover2,Soil/Rock Type,Depth (cm),Ag (mg/kg),Al (mg/kg),As (mg/kg),Ba (mg/kg),Be (mg/kg),Ca (mg/kg),Cd (mg/kg),Ce (mg/kg),Co (mg/kg),Cr (mg/kg),Cs(mg/kg),Cu (mg/kg),Fe (mg/kg),Ga (mg/kg),Hg (mg/kg),In (mg/kg),K (mg/kg),La (mg/kg),Li (mg/kg),Mg (mg/kg),Mn (mg/kg),Mo (mg/kg),Na (mg/kg),Nb (mg/kg),Ni (mg/kg),P (mg/kg),Pb (mg/kg),Rb (mg/kg),S (mg/kg),Sb (mg/kg),Sc (mg/kg) ,Se (mg/kg),Sn (mg/kg),Sr (mg/kg),Te (mg/kg),Th (mg/kg),Ti (mg/kg),Tl (mg/kg),U (mg/kg),V (mg/kg),W (mg/kg),Y (mg/kg),Zn (mg/kg),NOTES,LINK TO SOURCE
1467,s_318 [12345],HIGH ARCTIC LARGE IGNEOUS PROVINCE / SVALBARD ARCHIPELAGO - SPITSBERGEN ISLAND,"HALVDANPIGGEN, NW SPITSBERGEN",79.3,13.4,,,,,"PERIDOTITE, XENOLITH [12345]",,,,,31.7,,,,2.65,118.0,,0.11,,,,,,,1.31,,,,,,1.26,,,0.13,0.78,,,8.8,,,51.1,,0.127,,,0.045,34.0,,1.26,,,
1468,s_4-25-90 [12345],HIGH ARCTIC LARGE IGNEOUS PROVINCE / SVALBARD ARCHIPELAGO - SPITSBERGEN ISLAND,"HALVDANPIGGEN, NW SPITSBERGEN",79.3,13.4,,,,,"PERIDOTITE, XENOLITH [12345]",,,,,16.7,,,,1.71,117.0,,0.099,,,,,,,2.03,,,,,,0.48,,,0.12,0.63,,,2.1,,,67.8,,0.46,,,0.29,49.0,,1.91,,,
1469,s_311-9 [12345],HIGH ARCTIC LARGE IGNEOUS PROVINCE / SVALBARD ARCHIPELAGO - SPITSBERGEN ISLAND,"HALVDANPIGGEN, NW SPITSBERGEN",79.3,13.4,,,,,"PERIDOTITE, XENOLITH [12345]",,,,,14.9,,,,2.76,120.0,,0.026,,,,,,,1.06,,,,,,2.45,,,0.11,0.26,,,12.6,,,35.4,,0.099,,,0.028,51.0,,1.65,,,
1470,s_318-1 [12345],HIGH ARCTIC LARGE IGNEOUS PROVINCE / SVALBARD ARCHIPELAGO - SPITSBERGEN ISLAND,"HALVDANPIGGEN, NW SPITSBERGEN",79.3,13.4,,,,,"PERIDOTITE, XENOLITH [12345]",,,,,13.4,,,,3.74,105.0,,0.007,,,,,,,1.54,,,,,,0.96,,,0.58,0.072,,,16,,,44.2,,0.082,,,0.021,69.0,,2.54,,,
1471,s_UV80/92 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,8.0,,,,4,108.0,2280.0,,,,,,,,2,,,,,,,2150.0,,,,,,6,,,15,,,,,,33.0,,0,,,
1472,s_UV239/89 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,36.0,,,,,104.0,4054.0,,,,,,,,,,,,,,,2121.0,,,5.7,,,7,,,52,,,,,,40.0,,0,,,
1473,s_UV51/92 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,20.0,,,,4,103.0,2340.0,,,,,,,,2,,,,,,,2060.0,,,,,,8,,,20,,,,,,46.0,,0.5,,,
1474,s_UV74/89 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,5.0,,,,0,97.0,3116.0,,6.0,,,,,,0,,,,,,0.9,2140.0,,,6.6,,,10,,,21,,,,,,47.0,,0,28.0,,
1475,s_UV424/89 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,31.0,,,,0,101.0,2868.0,,,,,,,,0,,,,,,,2078.0,,,5.6,,,9,,,15,,,,,,44.0,,0,,,
1476,s_UV121/91 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,11.0,,,,,109.0,2930.0,,,,,,,,,,,,,,,2114.0,,,3.3,,,31,,,28,,,,,,35.0,,0,,,
1477,s_UV246/89 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,26.0,,,,,92.0,2483.0,,,,,,,,,,,,,,,2051.0,,,2.2,,,10,,,15,,,,,,52.0,,1,,,
1478,s_UV76/92 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,32.0,,,,1,108.0,1940.0,,,,,,,,3,,,,,,,2091.0,,,,,,6,,,34,,,,,,34.0,,0,,,
1479,s_UV70/92 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,6.0,,,,0,101.0,2145.0,,,,,,,,0,,,,,,,2041.0,,,,,,6,,,18,,,,,,26.0,,0,,,
1480,s_UV267/89 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,10.0,,,,0,93.0,2352.0,,19.0,,,,,,0,,,,,,1.2,1822.0,,,6.2,,,12,,,26,,,,,,66.0,,1,33.0,,
1481,s_UV228/89 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,21.0,,,,,96.0,2232.0,,,,,,,,,,,,,,,2088.0,,,4.6,,,6,,,17,,,,,,30.0,,1,,,
1482,s_UV107/89 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,9.0,,,,0,100.0,3088.0,,,,,,,,0,,,,,,,2123.0,,,3.2,,,7,,,26,,,,,,34.0,,0,,,
1483,s_UV61/91 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,37.0,,,,,104.0,2543.0,,,,,,,,,,,,,,,2167.0,,,6.8,,,6,,,64,,,,,,40.0,,0,,,
1484,s_UV285/89 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,29.0,,,,,84.0,2456.0,,,,,,,,,,,,,,,2368.0,,,9.2,,,6,,,54,,,,,,21.0,,0,,,
1485,s_UV274/89 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,36.0,,,,,113.0,2451.0,,,,,,,,,,,,,,,2382.0,,,10.1,,,6,,,60,,,,,,23.0,,0,,,
1486,s_UV417/89 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909] / LHERZOLITE, GARNET, XENOLITH [19310]",,,,,55.0,,,,,74.0,2058.0,,,,,,,,,,,,,,,1557.0,,,15.7,,,14,,,27,,,,,,67.0,,3,,,
1487,s_UV100/91 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,19.0,,,,,86.0,,,,,,,,,,,,,,,,1730.0,,,5.8,,,29,,,25,,,,,,38.0,,0,,,
1488,s_UV293/89 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,30.0,,,,,109.0,2236.0,,,,,,,,,,,,,,,2379.0,,,9.4,,,7,,,66,,,,,,28.0,,0,,,
1489,s_UV25/91 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,23.0,,,,,89.0,1901.0,,,,,,,,,,,,,,,1919.0,,,7.6,,,7,,,70,,,,,,29.0,,0,,,
1490,s_UV306/89 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, GARNET, XENOLITH [15909]",,,,,17.0,,,,,98.0,2249.0,,,,,,,,,,,,,,,2058.0,,,,,,9,,,16,,,,,,22.0,,0,,,
1491,s_UV65/92 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, SPINEL, XENOLITH [15909]",,,,,36.0,,,,0,100.0,1936.0,,,,,,,,0,,,,,,,2226.0,,,,,,9,,,18,,,,,,25.0,,0,,,
1492,s_UV564/89 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, SPINEL, XENOLITH [15909]",,,,,33.0,,,,,92.0,1757.0,,,,,,,,,,,,,,,2145.0,,,7.2,,,6,,,73,,,,,,23.0,,0,,,
1493,s_UV565/89 [15909],SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"UDACHNAYA-EAST PIPE, NW DALDYN FIELD",66.43485,112.31798,,,,,"PERIDOTITE, SPINEL, XENOLITH [15909]",,,,,29.0,,,,,94.0,1766.0,,,,,,,,,,,,,,,2208.0,,,7,,,6,,,30,,,,,,22.0,,0,,,
1494,s_LHLS-1 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,
1495,s_LHLS-2 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,
1496,s_LHLS-3 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,
1497,s_LHLS-4 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,
1498,s_LHLS-5 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,
1499,s_LHLS-6 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,
1500,s_LHLS-7 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,
1501,s_LHLS-8 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,
1502,s_LHLS-9 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,
1503,s_LHLS-10 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,
1504,s_LHLS-11 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,
1505,s_LHLS-12 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"HARZBURGITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,
1506,s_LHLS-13 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,
1507,s_LHLS-14 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,
1508,s_LHLS-15 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,
1509,s_LHLS-16 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,
1510,s_LHLS-17 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,
1511,s_LHLS-18 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,,31.1,118.6,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,
1512,s_LHPSS-1 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / PANSHISHAN,,32.4781,118.7209,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,,,,,,
1513,s_LHPSS-2 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / PANSHISHAN,,32.4781,118.7209,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,
1514,s_LHPSS-3 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / PANSHISHAN,,32.4781,118.7209,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,
1515,s_LHPSS-4 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / PANSHISHAN,,32.4781,118.7209,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,
1516,s_LHPSS-8 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / PANSHISHAN,,32.4781,118.7209,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,
1517,s_LHPSS-9 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / PANSHISHAN,,32.4781,118.7209,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,
1518,s_LHPSS-11 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / PANSHISHAN,,32.4781,118.7209,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,
1519,s_LHPSS-12 [15502],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / PANSHISHAN,,32.4781,118.7209,,,,,"LHERZOLITE, SPINEL, XENOLITH [15502] / PERIDOTITE, XENOLITH [16577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,s_YY-23 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE,"YANGYUAN REGION, TRANS NORTH CHINA OROGEN",40.1382,114.1468,,,,,"PERIDOTITE, XENOLITH [15522] / LHERZOLITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,s_YY-36 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE,"YANGYUAN REGION, TRANS NORTH CHINA OROGEN",40.1382,114.1468,,,,,"PERIDOTITE, XENOLITH [15522] / LHERZOLITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,s_YY-40B [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE,"YANGYUAN REGION, TRANS NORTH CHINA OROGEN",40.1382,114.1468,,,,,"PERIDOTITE, XENOLITH [15522] / LHERZOLITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,s_YY-42 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE,"YANGYUAN REGION, TRANS NORTH CHINA OROGEN",40.1382,114.1468,,,,,"PERIDOTITE, XENOLITH [15522] / HARZBURGITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,s_YY-45 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE,"YANGYUAN REGION, TRANS NORTH CHINA OROGEN",40.1382,114.1468,,,,,"PERIDOTITE, XENOLITH [15522] / LHERZOLITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,s_YY-50 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE,"YANGYUAN REGION, TRANS NORTH CHINA OROGEN",40.1382,114.1468,,,,,"PERIDOTITE, XENOLITH [15522] / LHERZOLITE, XENOLITH [15522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,s_FS-36 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"FANSHI (FANZHI, FANSI) REGION, TAIHANG MOUNTAINS",39.18,113.27,,,,,"LHERZOLITE, XENOLITH [15522] / PERIDOTITE, XENOLITH [20793]",,,,,,,,,,,,,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,s_FS-44 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"FANSHI (FANZHI, FANSI) REGION, TAIHANG MOUNTAINS",39.18,113.27,,,,,"LHERZOLITE, XENOLITH [15522] / PERIDOTITE, XENOLITH [20793]",,,,,,,,,,,,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,
1528,s_FS-45 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"FANSHI (FANZHI, FANSI) REGION, TAIHANG MOUNTAINS",39.18,113.27,,,,,"LHERZOLITE, XENOLITH [15522] / PERIDOTITE, XENOLITH [20793]",,,,,,,,,,,,,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,s_FS-50 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"FANSHI (FANZHI, FANSI) REGION, TAIHANG MOUNTAINS",39.18,113.27,,,,,"LHERZOLITE, XENOLITH [15522] / PERIDOTITE, XENOLITH [20793]",,,,,,,,,,,,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,s_FS-64 [15522],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"FANSHI (FANZHI, FANSI) REGION, TAIHANG MOUNTAINS",39.18,113.27,,,,,"PERIDOTITE, XENOLITH [15522]",,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
